id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country,label
9205,689257205.0,8967.0,1,private,221324.0,assoc-voc,11.0,never-married,machine-op-inspct,unmarried,black,female,0,0,2,USA,united-states,0.0
23000,400769723.0,7799.0,2,private,607848.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
18953,786870891.0,7567.0,2,private,204158.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,2,0,3,USA,united-states,1.0
4277,534439067.0,9207.0,2,self-emp-not-inc,240191.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,4,0,4,ZAF,south,0.0
3666,296560739.0,2666.0,2,private,161141.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
8412,521906780.0,1611.0,3,state-gov,160812.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,2,USA,united-states,1.0
18830,704553335.0,2487.0,0,private,118514.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,0,0,2,USA,united-states,0.0
21843,408329998.0,5555.0,2,private,102953.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,2,0,3,USA,united-states,1.0
6520,698238709.0,3009.0,1,state-gov,141838.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,black,male,0,0,2,USA,united-states,1.0
25589,383849849.0,4409.0,1,local-gov,156464.0,bachelors,13.0,never-married,prof-specialty,other-relative,white,male,0,0,2,,,0.0
19556,816163427.0,5318.0,0,private,421474.0,some-college,10.0,never-married,sales,own-child,white,male,0,0,0,USA,united-states,0.0
17607,217782043.0,9060.0,1,private,34309.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,0.0
15464,245221669.0,8067.0,1,self-emp-not-inc,245790.0,10th,6.0,divorced,craft-repair,not-in-family,white,male,0,0,4,USA,united-states,0.0
11831,580212435.0,2499.0,1,private,250967.0,assoc-voc,11.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0.0
16928,468589323.0,9839.0,3,self-emp-not-inc,126268.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,0.0
1204,970134954.0,1799.0,2,private,136629.0,bachelors,13.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,IRN,iran,0.0
2883,375745900.0,9539.0,2,self-emp-inc,107909.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
8613,659009211.0,5910.0,1,local-gov,229223.0,some-college,10.0,never-married,protective-serv,own-child,white,female,0,0,2,USA,united-states,1.0
9257,449664529.0,5493.0,1,private,349148.0,some-college,10.0,married-civ-spouse,other-service,husband,white,male,0,0,4,USA,united-states,0.0
7242,515818262.0,7122.0,3,private,98791.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
2637,415535347.0,3696.0,1,private,391468.0,11th,7.0,divorced,craft-repair,own-child,white,male,0,0,2,USA,united-states,0.0
27629,371996824.0,9232.0,3,private,270655.0,12th,8.0,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,1.0
25462,581698108.0,7105.0,4,self-emp-not-inc,93664.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states,1.0
19049,955284042.0,7927.0,3,private,68493.0,hs-grad,9.0,married-spouse-absent,craft-repair,unmarried,black,male,0,0,2,USA,united-states,0.0
18252,205700682.0,6443.0,1,self-emp-not-inc,347166.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,0.0
26004,552489150.0,2535.0,3,private,201865.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,0.0
877,976954320.0,4691.0,1,private,83800.0,some-college,10.0,married-civ-spouse,other-service,wife,white,female,0,0,1,USA,united-states,0.0
27518,675479467.0,7265.0,3,federal-gov,154521.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,1.0
4379,997263207.0,7690.0,3,private,202560.0,some-college,10.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,1.0
11957,705777097.0,1813.0,1,private,118161.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states,0.0
23628,341099099.0,7705.0,4,private,94692.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states,1.0
3908,235148684.0,6423.0,1,private,210851.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
10763,159641776.0,3840.0,0,local-gov,53220.0,hs-grad,9.0,never-married,adm-clerical,own-child,black,female,0,0,2,USA,united-states,0.0
7688,595776487.0,5210.0,2,private,185798.0,assoc-voc,11.0,separated,craft-repair,other-relative,white,male,0,0,3,USA,united-states,1.0
25930,165269564.0,1834.0,2,private,139126.0,hs-grad,9.0,divorced,transport-moving,not-in-family,white,male,0,0,2,USA,united-states,0.0
8075,943064925.0,3874.0,4,self-emp-inc,226215.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states,0.0
14635,280951864.0,2328.0,0,private,138513.0,some-college,10.0,never-married,exec-managerial,own-child,white,male,0,0,1,USA,united-states,0.0
13161,908362637.0,3218.0,0,private,201490.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,0,0,1,USA,united-states,0.0
6479,150879579.0,2837.0,2,self-emp-inc,64112.0,assoc-acdm,12.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,3,USA,united-states,1.0
4711,445189547.0,6858.0,2,private,310255.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,1.0
20318,651685760.0,7344.0,2,private,208613.0,bachelors,13.0,separated,tech-support,not-in-family,white,male,0,0,2,USA,united-states,0.0
12476,145944843.0,1961.0,0,private,155066.0,hs-grad,9.0,never-married,machine-op-inspct,own-child,white,male,0,0,3,USA,united-states,0.0
989,785943506.0,2795.0,2,private,416745.0,assoc-acdm,12.0,divorced,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states,0.0
2682,775203757.0,5277.0,1,state-gov,88215.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,0,0,2,PHL,philippines,1.0
18892,616125089.0,9726.0,0,private,195767.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,0.0
9702,160758352.0,9520.0,3,private,30840.0,masters,14.0,divorced,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,1.0
17392,721423649.0,5415.0,0,private,160758.0,10th,6.0,never-married,sales,other-relative,white,male,0,0,1,USA,united-states,0.0
20985,942084265.0,9457.0,2,private,196001.0,hs-grad,9.0,separated,adm-clerical,unmarried,white,female,0,0,2,USA,united-states,0.0
20118,543169091.0,2374.0,1,self-emp-not-inc,234976.0,bachelors,13.0,married-civ-spouse,sales,wife,white,female,0,0,2,USA,united-states,1.0
11196,707100585.0,8828.0,2,private,47012.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,3,0,2,USA,united-states,1.0
7787,799996819.0,7169.0,2,private,218490.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,3,USA,united-states,1.0
18260,877121945.0,6473.0,1,private,105994.0,11th,7.0,never-married,machine-op-inspct,not-in-family,white,female,0,0,2,USA,united-states,0.0
16099,718082120.0,9481.0,1,self-emp-inc,218164.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,2,0,3,USA,united-states,1.0
3823,290116522.0,3287.0,3,self-emp-not-inc,184682.0,hs-grad,9.0,separated,sales,unmarried,white,female,0,0,1,USA,united-states,0.0
8446,797257484.0,6007.0,2,federal-gov,115433.0,assoc-acdm,12.0,married-civ-spouse,adm-clerical,wife,white,female,3,0,1,USA,united-states,1.0
21458,868583613.0,3465.0,3,local-gov,144122.0,masters,14.0,divorced,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,1.0
5159,824429795.0,2885.0,0,private,242912.0,hs-grad,9.0,never-married,other-service,other-relative,white,female,0,0,1,USA,united-states,0.0
25363,974642526.0,4373.0,3,private,293623.0,11th,7.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,DOM,dominican-republic,0.0
17143,125733245.0,4212.0,3,private,184285.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,1.0
654,823816169.0,7879.0,3,private,308334.0,1st-4th,2.0,widowed,other-service,unmarried,other,female,0,0,1,MEX,mexico,0.0
5812,284263168.0,5944.0,2,private,173590.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
2892,668092097.0,2867.0,1,private,64293.0,some-college,10.0,never-married,prof-specialty,not-in-family,white,female,0,0,1,USA,united-states,0.0
16179,154132105.0,9538.0,1,self-emp-not-inc,420054.0,hs-grad,9.0,never-married,craft-repair,unmarried,white,male,3,0,3,USA,united-states,1.0
26052,844425260.0,3204.0,4,,225652.0,7th-8th,4.0,married-civ-spouse,,husband,white,male,1,0,3,USA,united-states,0.0
5636,664800863.0,2385.0,1,private,290429.0,7th-8th,4.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,3,USA,united-states,0.0
9612,475268282.0,5617.0,1,private,289147.0,bachelors,13.0,never-married,prof-specialty,own-child,white,female,0,0,2,USA,united-states,0.0
3044,198876167.0,4123.0,2,private,272343.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,1.0
25421,480274646.0,3515.0,0,private,232985.0,hs-grad,9.0,never-married,handlers-cleaners,other-relative,white,male,0,0,0,USA,united-states,0.0
8445,358867032.0,657.0,3,private,199735.0,bachelors,13.0,divorced,priv-house-serv,not-in-family,white,female,0,0,2,DUE,germany,0.0
22551,249823301.0,3634.0,2,private,115932.0,bachelors,13.0,never-married,sales,not-in-family,white,male,0,0,3,USA,united-states,1.0
6159,380786927.0,7443.0,2,local-gov,174395.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,0.0
13515,585378253.0,7967.0,2,local-gov,174575.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,2,USA,united-states,1.0
19543,548912328.0,5991.0,2,federal-gov,232036.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,1.0
12569,571404468.0,853.0,3,private,129513.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
6022,816211287.0,2609.0,2,local-gov,286405.0,doctorate,16.0,married-civ-spouse,exec-managerial,husband,white,male,0,2,3,USA,united-states,1.0
5092,378512620.0,4955.0,3,private,370119.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,3,USA,united-states,1.0
13569,702416602.0,3047.0,1,federal-gov,59732.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,amer-indian-eskimo,male,0,0,2,USA,united-states,0.0
11211,196773882.0,3796.0,2,private,280215.0,hs-grad,9.0,divorced,handlers-cleaners,own-child,black,male,0,0,2,USA,united-states,0.0
11221,228737980.0,6587.0,3,local-gov,111722.0,some-college,10.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,4,USA,united-states,0.0
20749,194827697.0,2466.0,3,state-gov,120781.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,2,IND,india,1.0
25385,376825149.0,7247.0,0,private,124971.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,0.0
22256,246302891.0,4265.0,1,private,114937.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
17515,125893900.0,7182.0,2,private,247514.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,MEX,mexico,1.0
3659,310627298.0,4944.0,4,self-emp-not-inc,275236.0,11th,7.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states,1.0
3326,853731499.0,1025.0,1,private,405177.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,1,USA,united-states,0.0
9465,260198652.0,7114.0,2,local-gov,224474.0,bachelors,13.0,divorced,prof-specialty,unmarried,white,female,2,0,3,USA,united-states,1.0
15033,696589877.0,1812.0,2,local-gov,223548.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,0.0
2663,780732617.0,2584.0,0,private,369463.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,2,USA,united-states,0.0
23739,207028934.0,4449.0,4,private,289605.0,9th,5.0,never-married,craft-repair,not-in-family,white,male,0,2,1,USA,united-states,0.0
11673,658379947.0,6115.0,0,private,358355.0,5th-6th,3.0,married-civ-spouse,handlers-cleaners,wife,white,female,0,0,2,MEX,mexico,0.0
27361,952939343.0,6186.0,3,local-gov,205005.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,3,USA,united-states,1.0
1927,683978620.0,2957.0,2,self-emp-inc,212760.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
22283,149197283.0,8539.0,1,state-gov,1033222.0,some-college,10.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0.0
14132,570345900.0,7726.0,2,private,175398.0,hs-grad,9.0,divorced,machine-op-inspct,not-in-family,white,female,0,0,2,USA,united-states,0.0
26122,387844901.0,8952.0,0,private,168165.0,some-college,10.0,never-married,other-service,own-child,white,male,0,0,1,USA,united-states,0.0
2880,672475164.0,1160.0,4,self-emp-not-inc,113010.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1.0
19765,698602817.0,7769.0,1,private,73514.0,hs-grad,9.0,never-married,sales,own-child,asian-pac-islander,female,0,0,2,USA,united-states,0.0
13562,417115205.0,4760.0,3,private,298037.0,assoc-voc,11.0,divorced,prof-specialty,unmarried,white,female,0,0,2,USA,united-states,0.0
9494,584568379.0,5497.0,2,local-gov,197495.0,bachelors,13.0,divorced,prof-specialty,unmarried,black,female,0,0,2,USA,united-states,0.0
21374,445726800.0,1076.0,2,,212048.0,prof-school,15.0,divorced,,not-in-family,white,female,0,0,1,USA,united-states,0.0
23540,326834743.0,9164.0,2,federal-gov,48779.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0.0
24796,214277097.0,1543.0,1,self-emp-not-inc,229741.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
16195,308280916.0,8239.0,1,private,90934.0,bachelors,13.0,never-married,prof-specialty,own-child,asian-pac-islander,male,0,0,4,PHL,philippines,1.0
4620,209023901.0,2418.0,0,private,239577.0,some-college,10.0,never-married,prof-specialty,own-child,white,male,0,0,3,USA,united-states,0.0
942,575664357.0,8563.0,2,private,175883.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
26464,329764835.0,8694.0,1,private,47932.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0.0
19619,584422466.0,6372.0,3,state-gov,250821.0,prof-school,15.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,2,USA,united-states,1.0
25507,229921234.0,6236.0,1,private,334368.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,female,2,0,2,USA,united-states,0.0
19641,804070348.0,6196.0,2,private,355468.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,2,3,USA,united-states,1.0
16577,249287577.0,8727.0,4,self-emp-not-inc,169604.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,1,USA,united-states,1.0
16522,472103037.0,4538.0,4,private,106910.0,hs-grad,9.0,divorced,adm-clerical,unmarried,asian-pac-islander,female,0,0,2,USA,united-states,0.0
8368,731289411.0,1190.0,4,self-emp-not-inc,73309.0,hs-grad,9.0,widowed,craft-repair,not-in-family,white,male,0,0,3,USA,united-states,1.0
8627,470686947.0,,2,local-gov,131167.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0.0
16692,339344108.0,6501.0,0,private,38488.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,2,USA,united-states,0.0
17949,983782742.0,8090.0,3,private,586657.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,JPN,japan,1.0
12156,263281168.0,1415.0,0,private,320294.0,hs-grad,9.0,never-married,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states,0.0
6727,719331622.0,6765.0,3,private,121912.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,0,0,1,USA,united-states,1.0
18519,431538951.0,250.0,3,private,83401.0,5th-6th,3.0,widowed,machine-op-inspct,unmarried,white,female,0,0,2,USA,united-states,0.0
21420,280972413.0,6471.0,3,federal-gov,107079.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states,0.0
26156,474426374.0,9137.0,1,self-emp-not-inc,84119.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
25260,122814800.0,5994.0,4,private,190610.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
18660,890146767.0,374.0,1,private,215912.0,hs-grad,9.0,married-civ-spouse,other-service,wife,black,female,0,0,2,USA,united-states,0.0
12817,677690248.0,6446.0,2,private,317434.0,hs-grad,9.0,never-married,exec-managerial,own-child,white,male,0,0,2,USA,united-states,0.0
22784,549550852.0,5541.0,4,private,159049.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,4,DUE,germany,1.0
26288,,5341.0,4,,104756.0,some-college,10.0,widowed,,unmarried,white,female,0,0,0,USA,united-states,0.0
2623,449802956.0,1449.0,3,private,210424.0,hs-grad,9.0,separated,adm-clerical,unmarried,white,female,1,0,2,USA,united-states,0.0
8534,670571180.0,8367.0,2,private,298539.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,3,3,USA,united-states,1.0
18301,121766761.0,6568.0,3,private,209320.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
16615,236802560.0,1645.0,4,state-gov,132819.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1.0
8371,334423123.0,3005.0,1,private,366876.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
20414,696782667.0,148.0,3,self-emp-not-inc,194065.0,assoc-acdm,12.0,divorced,sales,not-in-family,white,female,0,0,2,USA,united-states,0.0
737,625572842.0,6275.0,4,private,270056.0,hs-grad,9.0,divorced,adm-clerical,not-in-family,asian-pac-islander,female,0,0,2,JPN,japan,0.0
27333,517512517.0,5513.0,3,self-emp-inc,125892.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,3,3,USA,united-states,1.0
22088,836307915.0,4613.0,4,private,191330.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
22480,372243752.0,2939.0,0,,57827.0,some-college,10.0,never-married,,own-child,white,male,0,0,2,USA,united-states,0.0
14057,562204092.0,7479.0,2,private,182863.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
14879,202358221.0,1545.0,1,local-gov,125159.0,bachelors,13.0,never-married,prof-specialty,not-in-family,black,male,4,0,2,,,1.0
14249,629524025.0,1710.0,4,private,176839.0,doctorate,16.0,never-married,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states,1.0
22150,525982835.0,341.0,4,self-emp-not-inc,220342.0,7th-8th,4.0,married-civ-spouse,transport-moving,husband,white,male,0,0,1,USA,united-states,0.0
21336,940673171.0,3926.0,4,self-emp-inc,208452.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,1,USA,united-states,1.0
20983,711021674.0,5394.0,3,private,186172.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,1,0,2,USA,united-states,1.0
9513,588648907.0,3443.0,0,private,136866.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,0,0,2,USA,united-states,0.0
10187,655105391.0,9229.0,3,local-gov,120190.0,masters,14.0,divorced,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0.0
6495,685618934.0,7874.0,4,private,211846.0,10th,6.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,0.0
755,182764202.0,606.0,2,private,270522.0,hs-grad,9.0,separated,other-service,not-in-family,white,female,0,0,1,USA,united-states,0.0
27018,701239548.0,5150.0,3,private,278039.0,7th-8th,4.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0.0
27037,215639529.0,6722.0,0,private,139730.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,4,USA,united-states,1.0
15802,470306636.0,6967.0,3,private,90042.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
24287,569383633.0,1212.0,0,private,447488.0,9th,5.0,never-married,machine-op-inspct,other-relative,white,male,0,0,1,MEX,mexico,0.0
23072,183847564.0,7117.0,1,private,203784.0,preschool,1.0,never-married,farming-fishing,not-in-family,white,male,0,0,2,MEX,mexico,0.0
6200,359887287.0,7236.0,1,private,119272.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
20308,595199559.0,3743.0,4,private,211287.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,4,2,USA,united-states,1.0
16453,782931127.0,189.0,3,state-gov,237141.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
8084,321636615.0,4764.0,2,private,117312.0,assoc-acdm,12.0,divorced,tech-support,not-in-family,white,female,0,0,3,USA,united-states,0.0
15047,601275656.0,8230.0,1,private,136077.0,10th,6.0,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states,0.0
20654,737867554.0,1007.0,4,,96867.0,5th-6th,3.0,widowed,,not-in-family,white,female,0,0,2,USA,united-states,0.0
5682,535154842.0,775.0,1,private,242464.0,assoc-voc,11.0,never-married,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states,0.0
26727,515500066.0,7803.0,2,self-emp-not-inc,184655.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,0,1,USA,united-states,0.0
15653,280530953.0,2267.0,4,,160155.0,bachelors,13.0,married-civ-spouse,,husband,white,male,0,0,0,USA,united-states,0.0
27809,722102827.0,3621.0,2,private,334141.0,7th-8th,4.0,divorced,other-service,unmarried,black,female,0,0,2,USA,united-states,0.0
18064,255450735.0,4972.0,0,self-emp-not-inc,202920.0,hs-grad,9.0,never-married,prof-specialty,unmarried,white,female,4,0,2,DOM,dominican-republic,1.0
7557,938305345.0,6423.0,4,self-emp-inc,76860.0,5th-6th,3.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,4,0,2,CHN,china,1.0
8569,137542703.0,2616.0,2,federal-gov,157237.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
9661,504373875.0,3394.0,3,self-emp-inc,334273.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,4,USA,united-states,1.0
15734,311242733.0,5255.0,0,private,83141.0,hs-grad,9.0,never-married,farming-fishing,not-in-family,white,male,0,0,3,USA,united-states,0.0
5961,610302561.0,2618.0,1,private,100669.0,some-college,10.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,PHL,philippines,1.0
18987,722136243.0,2495.0,1,private,47783.0,some-college,10.0,divorced,other-service,not-in-family,white,female,0,0,1,USA,united-states,0.0
25512,992683411.0,8677.0,1,private,220595.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
7868,330492521.0,1645.0,2,private,179731.0,hs-grad,9.0,never-married,priv-house-serv,other-relative,white,female,0,0,0,,,0.0
1269,768922801.0,2693.0,1,private,211948.0,hs-grad,9.0,divorced,sales,not-in-family,white,female,0,1,2,USA,united-states,0.0
13733,556627832.0,425.0,3,state-gov,72506.0,hs-grad,9.0,married-civ-spouse,other-service,wife,black,female,0,0,2,USA,united-states,0.0
12697,559277849.0,1874.0,4,self-emp-not-inc,121912.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
22716,187271504.0,1822.0,3,private,436770.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0.0
6998,624690480.0,1315.0,3,private,224559.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,black,male,0,0,1,USA,united-states,0.0
11283,668275452.0,7240.0,1,private,120238.0,bachelors,13.0,never-married,craft-repair,not-in-family,white,male,1,0,2,USA,united-states,0.0
8669,189257330.0,2300.0,3,private,59287.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
26916,630084638.0,8556.0,2,private,60594.0,some-college,10.0,divorced,other-service,unmarried,white,female,0,0,1,USA,united-states,0.0
18667,768227214.0,7050.0,0,private,48121.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,0,0,2,USA,united-states,0.0
20116,480388839.0,6493.0,3,private,387468.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,GBR,scotland,1.0
9045,204072030.0,3014.0,2,private,248919.0,1st-4th,2.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,4,MEX,mexico,0.0
24136,405018417.0,1990.0,1,private,198183.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0.0
27444,459519574.0,3361.0,1,private,211265.0,some-college,10.0,married-spouse-absent,craft-repair,other-relative,black,female,0,0,1,DOM,dominican-republic,0.0
23402,383186255.0,7528.0,0,private,41763.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,0.0
5127,341451901.0,3172.0,1,private,318886.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,black,male,0,0,2,USA,united-states,0.0
9327,955756529.0,8083.0,2,private,222011.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,1.0
1545,667066290.0,4946.0,1,private,123200.0,some-college,10.0,married-civ-spouse,machine-op-inspct,husband,other,male,0,4,2,PRI,puerto-rico,1.0
739,891895888.0,6239.0,1,private,112917.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,other,male,0,0,2,MEX,mexico,0.0
11572,961494150.0,565.0,2,,253370.0,hs-grad,9.0,married-civ-spouse,,wife,white,female,0,0,1,USA,united-states,1.0
10875,245639617.0,6127.0,4,private,206339.0,10th,6.0,never-married,transport-moving,not-in-family,white,male,0,0,2,USA,united-states,0.0
1674,238575579.0,7995.0,0,private,91928.0,some-college,10.0,never-married,other-service,other-relative,white,female,0,0,1,USA,united-states,0.0
16121,624659906.0,9384.0,2,private,409604.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,2,USA,united-states,1.0
2567,641896630.0,9017.0,1,private,143851.0,assoc-acdm,12.0,married-civ-spouse,prof-specialty,wife,,female,0,0,2,USA,united-states,1.0
6984,324064569.0,8544.0,1,private,187046.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states,0.0
