id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country
21329,123832751.0,7425.0,4,self-emp-not-inc,176388.0,some-college,10.0,never-married,prof-specialty,not-in-family,white,female,0,0,3,USA,united-states
12514,467347155.0,7424.0,1,private,210562.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states
26183,807950608.0,113.0,2,private,127048.0,some-college,10.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states
15018,293189477.0,1090.0,2,private,188391.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,2,0,3,USA,united-states
6392,580418829.0,8644.0,1,private,147284.0,assoc-voc,11.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states
27091,740238784.0,7232.0,1,private,116294.0,bachelors,13.0,never-married,prof-specialty,own-child,white,female,0,0,2,USA,united-states
24213,540770646.0,7282.0,4,self-emp-not-inc,187332.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,2,USA,united-states
16941,845168641.0,9000.0,1,private,488720.0,5th-6th,3.0,married-civ-spouse,handlers-cleaners,other-relative,white,male,0,0,2,MEX,mexico
4387,225587978.0,7288.0,2,private,161141.0,hs-grad,9.0,divorced,transport-moving,not-in-family,white,male,0,0,2,USA,united-states
23493,185894419.0,2020.0,1,private,158291.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states
2061,601229837.0,9591.0,0,private,191789.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,0,0,0,,
27745,941233543.0,6770.0,2,,468706.0,hs-grad,9.0,married-civ-spouse,,husband,black,male,0,0,2,USA,united-states
16636,562768617.0,2460.0,3,private,210369.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,0,0,2,USA,united-states
26128,177375494.0,9031.0,2,local-gov,180407.0,bachelors,13.0,divorced,exec-managerial,unmarried,white,male,0,0,2,DUE,germany
14237,657004756.0,8138.0,0,private,122622.0,some-college,10.0,never-married,farming-fishing,not-in-family,white,female,0,0,2,USA,united-states
6244,650516937.0,4957.0,4,,325537.0,assoc-voc,11.0,married-civ-spouse,,husband,white,male,0,0,3,USA,united-states
8778,471004361.0,4223.0,0,private,170070.0,hs-grad,9.0,never-married,machine-op-inspct,own-child,white,female,0,0,1,USA,united-states
16741,147478565.0,6617.0,1,self-emp-inc,,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,4,USA,united-states
18264,777141038.0,9334.0,0,private,216730.0,11th,7.0,never-married,other-service,own-child,white,male,0,0,0,USA,united-states
1078,902496340.0,3448.0,2,private,215503.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,2,0,2,USA,united-states
8725,425683993.0,1502.0,0,private,138917.0,some-college,10.0,never-married,sales,own-child,black,female,0,0,0,USA,united-states
17835,748067174.0,5918.0,3,private,144071.0,bachelors,13.0,married-civ-spouse,tech-support,husband,white,male,0,0,0,USA,united-states
7884,462951637.0,1905.0,0,private,369677.0,10th,6.0,separated,sales,not-in-family,white,female,0,0,2,USA,united-states
14020,864634310.0,4758.0,1,private,296538.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states
7712,521338271.0,7709.0,1,private,,some-college,10.0,divorced,adm-clerical,other-relative,white,female,0,0,2,USA,united-states
23354,600948757.0,9107.0,2,private,188950.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
26326,795364826.0,7123.0,3,private,160662.0,doctorate,16.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,4,USA,united-states
2225,650923192.0,3741.0,0,self-emp-not-inc,87169.0,hs-grad,9.0,never-married,farming-fishing,own-child,asian-pac-islander,male,0,0,2,USA,united-states
1282,890368600.0,2362.0,2,self-emp-not-inc,278553.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,black,male,4,0,4,USA,united-states
18538,429590303.0,3960.0,2,state-gov,144860.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
4047,173928527.0,8730.0,2,self-emp-not-inc,165815.0,some-college,10.0,never-married,craft-repair,own-child,white,male,0,0,2,USA,united-states
21280,369346053.0,3367.0,0,federal-gov,244689.0,11th,7.0,never-married,other-service,own-child,white,female,0,0,0,USA,united-states
17836,793254842.0,3952.0,3,private,117674.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,2,0,2,USA,united-states
10454,334653292.0,8420.0,2,private,168262.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,2,2,USA,united-states
27095,118719698.0,9268.0,1,private,313835.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
14682,499822484.0,6563.0,0,private,118847.0,12th,8.0,never-married,sales,own-child,white,female,0,0,0,USA,united-states
21794,158463083.0,1538.0,0,private,66935.0,bachelors,13.0,never-married,other-service,other-relative,white,male,0,0,2,USA,united-states
24931,911879760.0,9364.0,2,self-emp-not-inc,202683.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
8156,708955550.0,8430.0,4,private,131699.0,some-college,10.0,widowed,adm-clerical,not-in-family,white,female,0,0,0,USA,united-states
6442,849213200.0,6544.0,1,private,201155.0,9th,5.0,never-married,sales,not-in-family,white,female,0,0,3,USA,united-states
9958,620338390.0,4360.0,1,private,139822.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states
12187,451291823.0,7018.0,2,private,138975.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states
18326,523409325.0,9075.0,3,federal-gov,186256.0,assoc-acdm,12.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,2,USA,united-states
13236,614564565.0,2316.0,0,private,199441.0,hs-grad,9.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states
5215,515584884.0,5928.0,2,private,204527.0,hs-grad,9.0,never-married,craft-repair,unmarried,white,male,1,0,2,USA,united-states
11096,570355648.0,5481.0,2,private,184857.0,hs-grad,9.0,separated,machine-op-inspct,unmarried,white,male,0,0,2,USA,united-states
15602,140929414.0,8682.0,1,private,176969.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states
17639,248502291.0,2339.0,1,private,270968.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,female,0,0,3,USA,united-states
8034,899717030.0,4088.0,3,private,242987.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,COL,columbia
25252,730628696.0,687.0,0,private,120251.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,0,USA,united-states
14569,807323685.0,2722.0,1,private,100294.0,hs-grad,9.0,separated,craft-repair,not-in-family,white,male,0,0,3,USA,united-states
11846,687737837.0,3983.0,4,private,197311.0,hs-grad,9.0,divorced,priv-house-serv,unmarried,white,female,0,0,4,USA,united-states
14651,952632014.0,6374.0,2,private,126845.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
7217,908785195.0,3132.0,3,private,35557.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,2,0,3,USA,united-states
14972,835243829.0,5715.0,1,private,29261.0,assoc-acdm,12.0,never-married,craft-repair,unmarried,white,male,0,0,2,USA,united-states
6885,489227759.0,5175.0,3,state-gov,183710.0,doctorate,16.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
23684,892798077.0,3866.0,2,private,126701.0,bachelors,13.0,divorced,adm-clerical,unmarried,white,male,3,0,2,USA,united-states
13616,215036363.0,4225.0,1,local-gov,206721.0,bachelors,13.0,never-married,protective-serv,own-child,white,male,0,0,2,USA,united-states
15999,542383433.0,2047.0,2,private,46221.0,prof-school,15.0,never-married,exec-managerial,not-in-family,white,male,2,0,3,USA,united-states
478,830544414.0,4136.0,2,private,46019.0,some-college,10.0,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,2,0,3,USA,united-states
11776,492602624.0,6247.0,4,self-emp-not-inc,331960.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,0,USA,united-states
4341,564222858.0,3798.0,1,federal-gov,339388.0,assoc-acdm,12.0,divorced,other-service,unmarried,white,male,0,0,2,USA,united-states
5824,231982541.0,7766.0,4,private,173580.0,some-college,10.0,widowed,machine-op-inspct,unmarried,white,female,0,0,2,USA,united-states
24010,376690526.0,603.0,1,private,243660.0,some-college,10.0,never-married,other-service,not-in-family,white,male,0,0,2,USA,united-states
16272,678383369.0,4148.0,4,,191118.0,hs-grad,9.0,married-civ-spouse,,husband,white,male,0,2,2,USA,united-states
3461,213563093.0,3871.0,1,private,31573.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states
4419,311038960.0,4263.0,3,private,280798.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
26134,179765886.0,9375.0,2,,157278.0,some-college,10.0,never-married,,not-in-family,white,female,0,0,2,USA,united-states
11869,288558802.0,7629.0,2,private,149388.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states
4479,797442383.0,9746.0,1,private,190539.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,0,0,3,GRC,greece
1092,619325610.0,6887.0,3,private,98815.0,assoc-voc,11.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,3,USA,united-states
7112,169265345.0,3640.0,4,private,46786.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,3,0,0,USA,united-states
4320,934550444.0,3193.0,2,private,174844.0,some-college,10.0,married-civ-spouse,other-service,husband,white,male,0,0,0,USA,united-states
6576,239389787.0,5246.0,1,federal-gov,345157.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,male,0,0,2,USA,united-states
15873,312253161.0,3962.0,2,private,198223.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,3,2,USA,united-states
20494,466947966.0,1734.0,0,,33339.0,some-college,10.0,never-married,,own-child,white,male,0,0,0,USA,united-states
5148,815556170.0,3167.0,2,private,128715.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
9000,204003924.0,9318.0,3,self-emp-not-inc,199058.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,0,0,1,USA,united-states
21598,692598818.0,8481.0,3,local-gov,137691.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
19516,102688295.0,4846.0,2,private,116632.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
4984,409768741.0,1851.0,1,private,55390.0,assoc-acdm,12.0,never-married,tech-support,not-in-family,white,male,0,0,2,USA,united-states
7955,338970300.0,5916.0,3,private,183580.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
5038,574557538.0,969.0,1,self-emp-inc,144949.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states
6700,584863631.0,7373.0,4,local-gov,190561.0,hs-grad,9.0,divorced,handlers-cleaners,not-in-family,black,female,0,0,1,USA,united-states
647,225899972.0,616.0,3,federal-gov,80057.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,DUE,germany
970,931833661.0,1161.0,1,private,504725.0,10th,6.0,never-married,sales,other-relative,white,male,0,0,0,GTM,guatemala
8779,438923729.0,848.0,1,private,175738.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states
14990,217601578.0,8927.0,3,self-emp-inc,98642.0,hs-grad,9.0,divorced,exec-managerial,not-in-family,white,male,4,0,2,USA,united-states
14338,675646350.0,8575.0,2,private,208358.0,prof-school,15.0,divorced,prof-specialty,not-in-family,white,male,4,0,2,USA,united-states
3470,118030267.0,5374.0,1,private,295939.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states
18577,244430751.0,4674.0,2,private,102988.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,ECU,ecuador
15843,455894981.0,5769.0,3,private,209460.0,hs-grad,9.0,divorced,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states
4832,639656472.0,6225.0,3,local-gov,331650.0,masters,14.0,divorced,prof-specialty,unmarried,white,female,3,0,1,USA,united-states
19916,187381714.0,4220.0,2,private,194726.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,3,USA,united-states
23511,121069281.0,8772.0,2,private,284166.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,0,1,3,USA,united-states
12815,,4851.0,1,private,108574.0,hs-grad,9.0,never-married,other-service,own-child,white,female,0,0,2,USA,united-states
27656,894738434.0,8880.0,2,private,161510.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,2,0,2,USA,united-states
19949,601129880.0,2777.0,2,private,154210.0,some-college,10.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,HKG,hong
27297,423314060.0,907.0,3,private,181755.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,0,0,2,USA,united-states
21658,736372068.0,944.0,2,local-gov,199590.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,2,2,MEX,mexico
1009,809071982.0,2677.0,3,private,171807.0,hs-grad,9.0,divorced,sales,unmarried,white,female,0,0,2,USA,united-states
23879,137203102.0,6938.0,1,private,211699.0,assoc-acdm,12.0,married-civ-spouse,exec-managerial,wife,white,female,0,1,2,USA,united-states
14861,417077711.0,7634.0,1,private,115496.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
14697,543834424.0,4070.0,1,local-gov,84119.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
210,285844166.0,6576.0,2,private,197093.0,bachelors,13.0,never-married,machine-op-inspct,not-in-family,black,male,0,0,2,USA,united-states
3329,229663244.0,1760.0,1,private,189368.0,some-college,10.0,married-civ-spouse,transport-moving,husband,black,male,0,0,2,USA,united-states
12024,527097813.0,5921.0,4,,92852.0,hs-grad,9.0,married-civ-spouse,,husband,white,male,0,0,0,USA,united-states
4015,934365874.0,5095.0,3,private,229465.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
14155,187516657.0,6772.0,1,private,59083.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
12093,152078991.0,8239.0,0,private,332194.0,some-college,10.0,never-married,other-service,own-child,black,male,0,0,2,USA,united-states
15894,556705091.0,8168.0,1,private,171468.0,some-college,10.0,married-civ-spouse,craft-repair,wife,white,female,0,0,2,USA,united-states
23708,190996588.0,3497.0,1,,216068.0,assoc-acdm,12.0,married-civ-spouse,,wife,white,female,2,0,0,USA,united-states
15127,368389917.0,3465.0,2,private,155659.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
22178,187275018.0,7611.0,3,local-gov,311569.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
16361,591546148.0,3245.0,4,self-emp-not-inc,234841.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,4,USA,united-states
19319,873440521.0,1732.0,2,private,211517.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,male,0,2,2,USA,united-states
3226,367008212.0,1879.0,0,federal-gov,262819.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states
15554,147138441.0,8220.0,4,private,117059.0,11th,7.0,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,0,2,USA,united-states
326,163891877.0,7558.0,1,state-gov,176998.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,1,USA,united-states
17762,186287288.0,7488.0,2,self-emp-not-inc,138162.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
9315,203228841.0,1462.0,2,private,237671.0,some-college,10.0,married-civ-spouse,tech-support,wife,white,female,0,0,2,USA,united-states
8952,605308497.0,466.0,0,private,197904.0,hs-grad,9.0,never-married,other-service,unmarried,white,female,0,0,1,USA,united-states
27542,938321801.0,6811.0,2,private,191342.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,PHL,philippines
13741,113454776.0,6963.0,4,self-emp-not-inc,103368.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,1,USA,united-states
6134,739515071.0,6619.0,0,private,247298.0,12th,8.0,married-spouse-absent,other-service,own-child,other,female,0,0,0,USA,united-states
25716,277440576.0,2496.0,1,private,241852.0,12th,8.0,never-married,craft-repair,unmarried,white,male,0,0,2,USA,united-states
21238,710382118.0,4750.0,4,private,236944.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,2,USA,united-states
21505,529006941.0,9275.0,3,federal-gov,207022.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states
664,167966139.0,6812.0,2,private,37848.0,hs-grad,9.0,divorced,prof-specialty,unmarried,white,female,0,0,2,USA,united-states
18183,256899828.0,3834.0,4,self-emp-inc,236676.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states
11660,250424619.0,9817.0,0,private,87497.0,11th,7.0,never-married,transport-moving,other-relative,white,male,0,0,0,USA,united-states
5533,526595803.0,8846.0,3,private,148995.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
2194,880206874.0,9687.0,1,private,213002.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,0,1,2,USA,united-states
649,840202433.0,5248.0,4,self-emp-not-inc,48846.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
3923,501767552.0,8410.0,0,private,100587.0,some-college,10.0,never-married,other-service,own-child,black,female,0,0,0,USA,united-states
25829,646864426.0,3762.0,1,private,421065.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,male,0,0,,USA,united-states
217,397641377.0,4551.0,0,private,205940.0,bachelors,13.0,never-married,adm-clerical,own-child,white,female,1,0,1,USA,united-states
18756,738052221.0,6079.0,4,federal-gov,232151.0,some-college,10.0,divorced,adm-clerical,other-relative,black,female,1,0,2,USA,united-states
6757,496633522.0,9786.0,1,private,224634.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,2,USA,united-states
6550,209222928.0,5366.0,0,private,198986.0,bachelors,13.0,never-married,adm-clerical,not-in-family,white,male,0,0,2,USA,united-states
16533,653044015.0,2380.0,2,private,233194.0,hs-grad,9.0,married-civ-spouse,sales,husband,black,male,0,0,2,USA,united-states
19007,350435392.0,311.0,2,private,40151.0,some-college,10.0,divorced,craft-repair,not-in-family,white,male,0,0,2,USA,united-states
9116,389057655.0,6273.0,1,self-emp-not-inc,210830.0,hs-grad,9.0,never-married,other-service,not-in-family,white,female,0,0,2,USA,united-states
26781,838405541.0,8777.0,3,state-gov,48358.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,1,0,3,USA,united-states
16628,294637379.0,6211.0,1,self-emp-not-inc,181485.0,bachelors,13.0,never-married,sales,not-in-family,black,male,0,0,2,USA,united-states
13002,919725029.0,7286.0,3,private,266337.0,assoc-voc,11.0,divorced,craft-repair,unmarried,white,male,0,0,2,USA,united-states
7821,651785620.0,5348.0,4,private,98418.0,hs-grad,9.0,divorced,transport-moving,not-in-family,white,male,0,0,1,USA,united-states
22004,698538351.0,746.0,4,private,140136.0,some-college,10.0,married-civ-spouse,transport-moving,husband,black,male,0,0,1,USA,united-states
9571,312129423.0,541.0,3,self-emp-not-inc,323963.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states
24482,417873539.0,1582.0,1,private,224462.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states
8184,987417092.0,6645.0,0,private,97789.0,bachelors,13.0,never-married,sales,own-child,white,male,0,0,3,USA,united-states
22557,436274774.0,6536.0,1,private,115488.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states
18930,160998086.0,5298.0,4,self-emp-inc,179781.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states
13781,926945829.0,2326.0,2,private,26892.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
15105,454159680.0,9266.0,1,private,246933.0,hs-grad,9.0,never-married,adm-clerical,other-relative,white,male,0,0,2,MEX,mexico
13218,524892335.0,7528.0,2,private,184964.0,masters,14.0,divorced,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states
15687,710007316.0,339.0,1,state-gov,400943.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
2748,650897582.0,7356.0,0,private,170800.0,hs-grad,9.0,never-married,sales,own-child,white,female,0,0,1,USA,united-states
7603,221311917.0,1260.0,0,state-gov,173945.0,bachelors,13.0,never-married,prof-specialty,own-child,white,female,0,0,1,USA,united-states
19433,499583519.0,3295.0,3,private,189498.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,2,2,USA,united-states
9482,966643905.0,6988.0,3,federal-gov,114674.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
7539,200997579.0,3428.0,2,self-emp-not-inc,167280.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states
11900,124362708.0,3246.0,2,private,23646.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states
3942,996710439.0,8066.0,4,self-emp-not-inc,57071.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,1,0,2,USA,united-states
24972,319261336.0,4396.0,3,local-gov,200471.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,2,0,2,USA,united-states
15648,262561328.0,2398.0,1,private,230246.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
11731,335794943.0,6785.0,2,private,196584.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,female,0,1,2,USA,united-states
24108,501844845.0,1087.0,4,,42435.0,10th,6.0,widowed,,not-in-family,white,male,0,0,0,USA,united-states
12461,350475296.0,9228.0,0,,80680.0,hs-grad,9.0,never-married,,not-in-family,white,female,0,0,2,USA,united-states
8703,762386257.0,2592.0,0,private,129240.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,0,0,0,USA,united-states
15244,993346026.0,2525.0,2,private,189802.0,some-college,10.0,divorced,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states
12437,774249843.0,3139.0,0,private,301606.0,some-college,10.0,never-married,other-service,own-child,black,male,0,0,1,USA,united-states
134,640665954.0,4074.0,0,local-gov,244856.0,11th,7.0,never-married,prof-specialty,own-child,white,female,0,0,2,USA,united-states
4448,232413066.0,4074.0,3,self-emp-not-inc,43479.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
15394,662529347.0,1117.0,3,private,145166.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states
13826,996830286.0,6618.0,0,self-emp-not-inc,46015.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states
3351,365173783.0,1276.0,1,private,177955.0,5th-6th,3.0,never-married,priv-house-serv,other-relative,white,female,1,0,2,SLV,el-salvador
12550,315592096.0,2177.0,4,federal-gov,316246.0,bachelors,13.0,divorced,adm-clerical,not-in-family,black,female,0,0,2,USA,united-states
3200,760329378.0,4936.0,1,private,110103.0,hs-grad,9.0,never-married,other-service,not-in-family,white,female,0,2,2,USA,united-states
16588,126032728.0,5497.0,1,federal-gov,105138.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
16867,356601343.0,7060.0,4,private,172433.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,2,2,USA,united-states
15634,204081205.0,5142.0,2,state-gov,287008.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states
25637,414933109.0,9079.0,4,private,372967.0,10th,6.0,divorced,adm-clerical,other-relative,white,female,0,0,4,DUE,germany
25444,660383282.0,4987.0,0,private,376474.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states
6417,986939226.0,8940.0,1,private,294931.0,hs-grad,9.0,never-married,machine-op-inspct,unmarried,white,male,0,0,2,DUE,germany
18215,140500533.0,7540.0,3,private,155489.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
19514,807666340.0,4129.0,2,private,225504.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states
25430,851415727.0,9069.0,2,private,143327.0,some-college,10.0,separated,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states
20081,569608695.0,5313.0,3,private,179010.0,some-college,10.0,divorced,sales,not-in-family,white,female,0,0,3,USA,united-states
16660,995862218.0,7201.0,1,private,325658.0,hs-grad,9.0,divorced,craft-repair,unmarried,white,male,0,0,2,USA,united-states
316,859924185.0,8780.0,0,private,236601.0,some-college,10.0,never-married,sales,not-in-family,white,male,0,0,0,USA,united-states
146,822291239.0,5728.0,0,private,172402.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,0,0,2,USA,united-states
14712,387028436.0,8643.0,2,private,77005.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,2,USA,united-states
13126,460927686.0,7024.0,0,local-gov,197918.0,some-college,10.0,never-married,protective-serv,own-child,white,male,0,0,2,USA,united-states
12792,443529150.0,8170.0,3,state-gov,27243.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,3,0,2,USA,united-states
4455,713551383.0,790.0,1,private,224215.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
14222,415765085.0,2717.0,2,private,179481.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states
10430,204149498.0,6672.0,3,state-gov,349795.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states
4738,467083749.0,6536.0,0,private,236267.0,hs-grad,9.0,never-married,machine-op-inspct,unmarried,white,male,0,1,2,USA,united-states
17016,929985092.0,738.0,2,private,146091.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,0,USA,united-states
20235,870627748.0,3014.0,4,local-gov,176753.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states
14612,416362651.0,7585.0,4,private,322789.0,10th,6.0,married-civ-spouse,protective-serv,husband,white,male,0,1,,USA,united-states
7946,313133539.0,6360.0,3,local-gov,481258.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
819,998347973.0,8144.0,1,private,186454.0,bachelors,13.0,never-married,prof-specialty,not-in-family,asian-pac-islander,male,4,0,2,USA,united-states
8846,549447758.0,3163.0,3,private,177675.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,0,0,2,USA,united-states
3486,792198136.0,2061.0,2,private,233571.0,assoc-voc,11.0,married-civ-spouse,tech-support,wife,white,female,0,0,2,USA,united-states
9093,541039233.0,4497.0,1,private,327112.0,bachelors,13.0,divorced,sales,not-in-family,white,male,0,1,2,USA,united-states
